Time_UTC,Host_Name,EID,UID,Source_IP,Dest_IP,Dest_Port,Message,Event_Type
2025-10-20 03:33:39,Firewall,5650,guest_ext,192.168.1.6,192.168.1.2,3389,Suspicious activity: WIZARD SPIDER executed QakBot malware. File hash is bb4920b6fa652b37.,File_Write
2025-10-20 04:44:56,Firewall,3719,svc_account,203.0.113.1,203.0.113.5,3389,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 04:45:00,EDR,1996,admin_corp,192.168.1.6,203.0.113.2,22,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 01:11:16,Proxy,4147,guest_ext,203.0.113.5,203.0.113.5,21,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 04:45:08,Proxy,5591,svc_account,192.168.1.5,192.168.1.5,443,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 04:45:12,Firewall,9085,guest_ext,203.0.113.2,192.168.1.6,3389,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 05:56:35,EDR,9189,guest_ext,203.0.113.2,203.0.113.5,443,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 05:56:40,Proxy,9103,admin_corp,203.0.113.5,192.168.1.3,21,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 3b97e5f19067fa37.,File_Write
2025-10-20 04:45:24,Firewall,3254,admin_corp,192.168.1.6,192.168.1.1,21,User admin_corp authenticated successfully via service 8801.,Auth_Fail
2025-10-20 02:22:44,EDR,5627,guest_ext,192.168.1.10,203.0.113.5,21,User user_a authenticated successfully via service 8620.,Network_Conn
2025-10-20 01:11:23,Proxy,3635,svc_account,192.168.1.6,203.0.113.4,22,User user_a authenticated successfully via service 8971.,Network_Conn
2025-10-20 02:22:48,EDR,6439,user_a,203.0.113.4,203.0.113.5,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 01:11:25,Firewall,4423,admin_corp,192.168.1.3,203.0.113.3,3389,User svc_account authenticated successfully via service 8177.,Network_Conn
2025-10-20 01:11:26,Firewall,2188,admin_corp,192.168.1.5,203.0.113.3,21,Suspicious activity: APT29 executed QakBot malware. File hash is 443a9b88add492db.,File_Write
2025-10-20 02:22:54,Firewall,3010,svc_account,192.168.1.10,1.1.1.1,22,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 5cc3331934e9b916.,File_Write
2025-10-20 04:45:52,Firewall,9331,svc_account,192.168.1.6,203.0.113.4,21,User guest_ext authenticated successfully via service 8769.,Auth_Fail
2025-10-20 03:34:27,EDR,9686,guest_ext,192.168.1.3,203.0.113.4,443,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 01:11:30,Proxy,7082,user_a,203.0.113.5,192.168.1.8,3389,User user_a authenticated successfully via service 8183.,Network_Conn
2025-10-20 05:57:35,Firewall,2799,admin_corp,203.0.113.4,192.168.1.6,22,User user_a authenticated successfully via service 8319.,Network_Conn
2025-10-20 03:34:36,Firewall,2134,user_a,203.0.113.2,192.168.1.10,22,User guest_ext authenticated successfully via service 8479.,Network_Conn
2025-10-20 02:23:06,EDR,3283,user_a,192.168.1.6,203.0.113.3,21,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is 951b9ebd5971d23a.,File_Write
2025-10-20 04:46:16,Proxy,7111,user_a,203.0.113.3,192.168.1.8,80,Suspicious activity: APT29 executed TrickBot malware. File hash is 415872ff19820dbc.,File_Write
2025-10-20 02:23:10,Firewall,6631,user_a,192.168.1.9,192.168.1.4,3389,User user_a authenticated successfully via service 8131.,Network_Conn
2025-10-20 04:46:24,SIEM,3542,user_a,192.168.1.5,192.168.1.10,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 04:46:28,Proxy,9337,svc_account,192.168.1.9,192.168.1.4,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 05:58:10,Proxy,3583,admin_corp,203.0.113.3,203.0.113.2,22,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 04:46:36,SIEM,5960,guest_ext,192.168.1.7,203.0.113.4,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 05:58:20,Firewall,4147,user_a,203.0.113.1,192.168.1.1,3389,User admin_corp authenticated successfully via service 8492.,Network_Conn
2025-10-20 01:11:41,SIEM,3641,svc_account,192.168.1.10,192.168.1.10,443,User svc_account authenticated successfully via service 8599.,Network_Conn
2025-10-20 03:35:06,SIEM,8665,guest_ext,192.168.1.3,192.168.1.1,21,Suspicious activity: APT29 executed Clop malware. File hash is 79f4598f0393ea7d.,File_Write
2025-10-20 02:23:26,Firewall,3688,user_a,203.0.113.4,192.168.1.1,80,User admin_corp authenticated successfully via service 8723.,Auth_Fail
2025-10-20 05:58:40,Firewall,9071,guest_ext,203.0.113.5,192.168.1.9,22,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 03:35:15,EDR,6826,user_a,192.168.1.9,1.1.1.1,443,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 04:47:04,Firewall,1464,user_a,192.168.1.1,203.0.113.4,80,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 03:35:21,Firewall,9697,guest_ext,192.168.1.9,192.168.1.3,80,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 02:23:36,Firewall,1712,svc_account,192.168.1.7,203.0.113.5,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 01:11:49,Proxy,1159,guest_ext,192.168.1.7,192.168.1.5,22,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 04:47:20,EDR,8718,user_a,192.168.1.5,203.0.113.4,21,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 636033147f233284.,File_Write
2025-10-20 02:23:42,SIEM,9350,svc_account,203.0.113.5,192.168.1.3,443,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 353592e6c792cd20.,File_Write
2025-10-20 03:35:36,EDR,8623,user_a,192.168.1.4,192.168.1.4,21,User user_a authenticated successfully via service 8158.,Auth_Fail
2025-10-20 03:35:39,EDR,9355,guest_ext,192.168.1.10,192.168.1.4,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 04:47:36,Proxy,7747,guest_ext,192.168.1.7,192.168.1.7,22,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 01:11:55,SIEM,2917,svc_account,192.168.1.8,192.168.1.1,443,User guest_ext authenticated successfully via service 8620.,Auth_Fail
2025-10-20 03:35:48,SIEM,2100,admin_corp,192.168.1.1,1.1.1.1,80,User guest_ext authenticated successfully via service 8010.,Network_Conn
2025-10-20 05:59:45,SIEM,7402,admin_corp,192.168.1.1,203.0.113.3,22,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 02:23:56,EDR,9343,admin_corp,192.168.1.2,192.168.1.1,21,User svc_account authenticated successfully via service 8531.,Network_Conn
2025-10-20 02:23:58,Proxy,3528,admin_corp,192.168.1.9,203.0.113.5,21,User user_a authenticated successfully via service 8355.,Auth_Fail
2025-10-20 02:24:00,SIEM,5588,svc_account,192.168.1.8,203.0.113.1,21,User user_a authenticated successfully via service 8749.,Network_Conn
2025-10-20 04:48:04,Proxy,8594,guest_ext,192.168.1.1,192.168.1.7,21,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 03:36:06,SIEM,2146,admin_corp,192.168.1.7,192.168.1.6,80,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is 30d5d64fb48aea00.,File_Write
2025-10-20 02:24:06,Firewall,8170,guest_ext,192.168.1.2,203.0.113.5,3389,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:12:04,Firewall,4064,admin_corp,203.0.113.2,192.168.1.1,443,Suspicious activity: Mustang Panda executed QakBot malware. File hash is ceeb485ed356efa8.,File_Write
2025-10-20 01:12:05,SIEM,8920,svc_account,192.168.1.3,1.1.1.1,22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 06:00:30,EDR,6769,user_a,192.168.1.3,192.168.1.9,22,Suspicious activity: APT29 executed QakBot malware. File hash is 4a625b11a6c02622.,File_Write
2025-10-20 02:24:14,EDR,2705,admin_corp,192.168.1.7,192.168.1.3,3389,User svc_account authenticated successfully via service 8164.,Network_Conn
2025-10-20 02:24:16,SIEM,4989,user_a,192.168.1.9,192.168.1.9,3389,User guest_ext authenticated successfully via service 8364.,Auth_Fail
2025-10-20 02:24:18,EDR,5183,guest_ext,192.168.1.8,192.168.1.2,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:12:10,Firewall,3778,guest_ext,192.168.1.4,192.168.1.1,443,User svc_account authenticated successfully via service 8311.,Network_Conn
2025-10-20 01:12:11,Proxy,6152,svc_account,203.0.113.1,192.168.1.1,3389,Suspicious activity: WIZARD SPIDER executed LockBit malware. File hash is edce7fc42e0873db.,File_Write
2025-10-20 02:24:24,Firewall,4553,svc_account,192.168.1.2,192.168.1.6,80,User admin_corp authenticated successfully via service 8857.,Network_Conn
2025-10-20 06:01:05,Proxy,6422,svc_account,192.168.1.2,1.1.1.1,80,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 3206e4f6b82b7a4c.,File_Write
2025-10-20 04:48:56,Firewall,4206,guest_ext,203.0.113.4,192.168.1.3,22,Suspicious activity: APT29 executed Emotet malware. File hash is 69f4c1e1d436c40f.,File_Write
2025-10-20 02:24:30,Firewall,8994,guest_ext,203.0.113.3,203.0.113.5,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:12:16,Proxy,1319,guest_ext,192.168.1.7,203.0.113.5,80,User admin_corp authenticated successfully via service 8351.,Network_Conn
2025-10-20 03:36:51,EDR,7072,user_a,192.168.1.9,192.168.1.6,80,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is cb9f2b21a28248bd.,File_Write
2025-10-20 01:12:18,Proxy,7320,admin_corp,203.0.113.2,192.168.1.2,443,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 03:36:57,Proxy,8746,guest_ext,192.168.1.9,192.168.1.8,3389,User user_a authenticated successfully via service 8239.,Network_Conn
2025-10-20 02:24:40,SIEM,4003,user_a,203.0.113.3,1.1.1.1,22,User svc_account authenticated successfully via service 8251.,Network_Conn
2025-10-20 06:01:45,EDR,1420,admin_corp,203.0.113.3,1.1.1.1,443,Suspicious activity: Mustang Panda executed QakBot malware. File hash is b1e5300529e85624.,File_Write
2025-10-20 02:24:44,Firewall,1751,admin_corp,192.168.1.3,192.168.1.8,3389,User guest_ext authenticated successfully via service 8086.,Network_Conn
2025-10-20 02:24:46,EDR,7862,guest_ext,192.168.1.1,192.168.1.4,21,User user_a authenticated successfully via service 8036.,Network_Conn
2025-10-20 03:37:12,EDR,2362,admin_corp,192.168.1.3,203.0.113.1,3389,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 06:02:05,SIEM,1569,guest_ext,203.0.113.2,1.1.1.1,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 04:49:44,SIEM,6741,guest_ext,192.168.1.7,192.168.1.9,21,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 03:37:21,SIEM,8557,svc_account,192.168.1.1,203.0.113.1,3389,Suspicious activity: FIN7 executed Emotet malware. File hash is dcf91c81007103cf.,File_Write
2025-10-20 04:49:52,Proxy,2738,guest_ext,192.168.1.1,192.168.1.6,80,User user_a authenticated successfully via service 8299.,Auth_Fail
2025-10-20 04:49:56,Proxy,4104,user_a,192.168.1.5,192.168.1.10,80,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 06:02:30,EDR,7203,admin_corp,192.168.1.4,203.0.113.3,3389,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 02:25:02,EDR,2647,svc_account,203.0.113.2,1.1.1.1,22,User user_a authenticated successfully via service 8913.,Network_Conn
2025-10-20 01:12:32,EDR,7969,guest_ext,203.0.113.4,192.168.1.10,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:12:33,EDR,6964,svc_account,192.168.1.3,192.168.1.5,22,User admin_corp authenticated successfully via service 8299.,Auth_Fail
2025-10-20 03:37:42,SIEM,3375,user_a,192.168.1.1,1.1.1.1,80,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 03:37:45,Proxy,2698,svc_account,192.168.1.7,192.168.1.1,21,User admin_corp authenticated successfully via service 8176.,Auth_Fail
2025-10-20 01:12:36,Firewall,2752,user_a,192.168.1.4,192.168.1.5,443,User user_a authenticated successfully via service 8829.,Network_Conn
2025-10-20 01:12:37,Firewall,9465,user_a,192.168.1.6,192.168.1.8,22,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 04:50:32,EDR,6916,svc_account,203.0.113.1,203.0.113.3,3389,User admin_corp authenticated successfully via service 8478.,Auth_Fail
2025-10-20 03:37:57,Proxy,1649,guest_ext,203.0.113.2,192.168.1.5,22,Suspicious activity: FIN7 executed Emotet malware. File hash is dce6f925ffb41c0b.,File_Write
2025-10-20 04:50:40,Proxy,9298,svc_account,203.0.113.3,203.0.113.5,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 06:03:25,Proxy,7384,svc_account,192.168.1.5,192.168.1.3,3389,User svc_account authenticated successfully via service 8599.,Network_Conn
2025-10-20 01:12:42,EDR,9724,user_a,203.0.113.2,203.0.113.3,443,Suspicious activity: FIN7 executed QakBot malware. File hash is a284ff158e514116.,File_Write
2025-10-20 04:50:52,EDR,7947,user_a,192.168.1.4,203.0.113.5,443,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 02:25:28,EDR,4595,guest_ext,192.168.1.7,203.0.113.5,80,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 01:12:45,Proxy,8400,guest_ext,192.168.1.3,1.1.1.1,22,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 03:38:18,SIEM,3283,admin_corp,203.0.113.2,192.168.1.9,3389,User guest_ext authenticated successfully via service 8197.,Network_Conn
2025-10-20 01:12:47,Firewall,9049,user_a,192.168.1.8,192.168.1.10,443,User svc_account authenticated successfully via service 8975.,Auth_Fail
2025-10-20 04:51:12,EDR,9328,guest_ext,192.168.1.3,192.168.1.2,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:12:49,Firewall,6425,guest_ext,192.168.1.10,192.168.1.7,22,Suspicious activity: FIN7 executed TrickBot malware. File hash is 310f9eb359625314.,File_Write
2025-10-20 06:04:10,EDR,1387,guest_ext,192.168.1.2,203.0.113.1,3389,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 03:38:33,Proxy,5133,svc_account,192.168.1.10,1.1.1.1,22,User admin_corp authenticated successfully via service 8899.,Auth_Fail
2025-10-20 04:51:28,Firewall,3005,svc_account,192.168.1.10,192.168.1.2,21,User user_a authenticated successfully via service 8402.,Auth_Fail
2025-10-20 01:12:53,SIEM,8569,user_a,203.0.113.3,192.168.1.8,3389,User admin_corp authenticated successfully via service 8736.,Auth_Fail
2025-10-20 02:25:48,Firewall,8777,admin_corp,203.0.113.4,203.0.113.4,443,User admin_corp authenticated successfully via service 8023.,Auth_Fail
2025-10-20 03:38:45,EDR,9338,user_a,203.0.113.4,203.0.113.3,3389,User svc_account authenticated successfully via service 8542.,Network_Conn
2025-10-20 01:12:56,Firewall,3840,guest_ext,192.168.1.5,192.168.1.1,80,User guest_ext authenticated successfully via service 8363.,Network_Conn
2025-10-20 03:38:51,EDR,3437,guest_ext,203.0.113.1,192.168.1.7,443,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 06:04:50,Firewall,2034,user_a,203.0.113.1,1.1.1.1,80,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 03:38:57,EDR,6571,svc_account,192.168.1.10,203.0.113.1,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 01:13:00,SIEM,6585,user_a,203.0.113.5,192.168.1.7,21,User admin_corp authenticated successfully via service 8288.,Network_Conn
2025-10-20 06:05:05,SIEM,9298,guest_ext,192.168.1.4,203.0.113.1,21,User guest_ext authenticated successfully via service 8797.,Network_Conn
2025-10-20 03:39:06,SIEM,5156,admin_corp,192.168.1.2,1.1.1.1,80,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 02:26:06,EDR,9208,svc_account,192.168.1.4,192.168.1.3,80,Suspicious activity: Lazarus Group executed TrickBot malware. File hash is 15e961fbcbad54a6.,File_Write
2025-10-20 06:05:20,Proxy,8072,svc_account,192.168.1.1,192.168.1.10,80,User admin_corp authenticated successfully via service 8692.,Auth_Fail
2025-10-20 02:26:10,Proxy,7680,guest_ext,192.168.1.10,203.0.113.2,21,User user_a authenticated successfully via service 8718.,Auth_Fail
2025-10-20 01:13:06,Proxy,9400,admin_corp,192.168.1.9,192.168.1.5,21,User admin_corp authenticated successfully via service 8380.,Auth_Fail
2025-10-20 03:39:21,EDR,8468,guest_ext,192.168.1.1,203.0.113.4,443,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 03:39:24,Proxy,4600,guest_ext,192.168.1.4,192.168.1.10,22,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 01:13:09,SIEM,9927,admin_corp,192.168.1.1,203.0.113.5,80,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 01:13:10,EDR,5579,user_a,203.0.113.2,203.0.113.4,3389,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:13:11,Firewall,6233,svc_account,203.0.113.4,192.168.1.6,443,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 02:26:24,EDR,1236,guest_ext,192.168.1.3,1.1.1.1,80,User admin_corp authenticated successfully via service 8361.,Auth_Fail
2025-10-20 04:52:52,Proxy,6555,guest_ext,192.168.1.6,192.168.1.6,21,Suspicious activity: APT29 executed TrickBot malware. File hash is 0bcf4ab38dd5f5d7.,File_Write
2025-10-20 02:26:28,EDR,4008,admin_corp,203.0.113.5,192.168.1.8,80,Suspicious activity: FIN7 executed TrickBot malware. File hash is 7d16533f02127bfc.,File_Write
2025-10-20 06:06:15,Firewall,6458,admin_corp,203.0.113.2,203.0.113.1,21,User svc_account authenticated successfully via service 8469.,Auth_Fail
2025-10-20 02:26:32,Firewall,4616,admin_corp,192.168.1.2,203.0.113.1,21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:13:17,Proxy,3915,svc_account,203.0.113.4,1.1.1.1,3389,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 01:13:18,Proxy,9066,svc_account,192.168.1.3,192.168.1.9,3389,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 03:39:57,Proxy,3678,guest_ext,192.168.1.5,203.0.113.1,21,User admin_corp authenticated successfully via service 8930.,Network_Conn
2025-10-20 04:53:20,Proxy,6862,admin_corp,192.168.1.4,192.168.1.6,443,"Inbound email flagged as spear phishing, potentially delivering LockBit.",Email_Blocked
2025-10-20 06:06:45,Firewall,4011,user_a,192.168.1.8,192.168.1.4,22,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 01:13:22,SIEM,3027,svc_account,192.168.1.1,1.1.1.1,80,"Inbound email flagged as spear phishing, potentially delivering QakBot.",Email_Blocked
2025-10-20 03:40:09,Proxy,8812,guest_ext,192.168.1.7,203.0.113.5,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 06:07:00,EDR,3247,guest_ext,192.168.1.6,203.0.113.2,22,User svc_account authenticated successfully via service 8274.,Network_Conn
2025-10-20 01:13:25,SIEM,4977,guest_ext,192.168.1.1,203.0.113.5,443,User svc_account authenticated successfully via service 8783.,Auth_Fail
2025-10-20 04:53:44,EDR,6836,admin_corp,203.0.113.4,1.1.1.1,21,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 04:53:48,Firewall,7107,guest_ext,192.168.1.10,203.0.113.5,22,Suspicious activity: WIZARD SPIDER executed LockBit malware. File hash is 88fce58581f459df.,File_Write
2025-10-20 01:13:28,SIEM,9623,admin_corp,192.168.1.7,192.168.1.2,443,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is 3e425a1ca1f4abaa.,File_Write
2025-10-20 06:07:25,Proxy,7923,guest_ext,192.168.1.9,192.168.1.8,3389,User user_a authenticated successfully via service 8480.,Auth_Fail
2025-10-20 03:40:30,SIEM,2693,admin_corp,192.168.1.6,192.168.1.10,22,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 06:07:35,Firewall,7763,svc_account,203.0.113.1,192.168.1.7,3389,User admin_corp authenticated successfully via service 8463.,Network_Conn
2025-10-20 03:40:36,EDR,9839,guest_ext,203.0.113.4,192.168.1.10,80,User admin_corp authenticated successfully via service 8599.,Auth_Fail
2025-10-20 06:07:45,Proxy,6525,user_a,192.168.1.2,192.168.1.5,3389,Suspicious activity: Lazarus Group executed LockBit malware. File hash is 0eaf99c1cbfa1260.,File_Write
2025-10-20 03:40:42,EDR,1044,user_a,192.168.1.3,203.0.113.4,22,"Inbound email flagged as spear phishing, potentially delivering Clop.",Email_Blocked
2025-10-20 04:54:20,Firewall,1768,admin_corp,203.0.113.2,192.168.1.9,3389,Suspicious activity: APT29 executed Clop malware. File hash is b1909a5cf48c5f94.,File_Write
2025-10-20 04:54:24,Firewall,5616,svc_account,192.168.1.2,192.168.1.10,443,User guest_ext authenticated successfully via service 8275.,Network_Conn
2025-10-20 02:27:14,Proxy,9063,guest_ext,203.0.113.4,192.168.1.9,3389,User admin_corp authenticated successfully via service 8674.,Auth_Fail
2025-10-20 06:08:10,EDR,4271,admin_corp,192.168.1.10,192.168.1.10,3389,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 03:40:57,EDR,8167,guest_ext,203.0.113.4,192.168.1.1,22,User admin_corp authenticated successfully via service 8206.,Network_Conn
2025-10-20 06:08:20,SIEM,4145,admin_corp,192.168.1.2,192.168.1.5,22,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,Vulnerability_Scan
2025-10-20 02:27:22,EDR,1787,svc_account,192.168.1.4,192.168.1.2,21,User svc_account authenticated successfully via service 8676.,Network_Conn
2025-10-20 02:27:24,Firewall,3844,svc_account,192.168.1.4,203.0.113.3,22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 06:08:35,EDR,5275,svc_account,192.168.1.5,192.168.1.9,443,User svc_account authenticated successfully via service 8019.,Network_Conn
2025-10-20 02:27:28,EDR,5042,user_a,192.168.1.7,203.0.113.3,3389,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,Vulnerability_Scan
2025-10-20 06:08:45,EDR,8645,admin_corp,192.168.1.5,192.168.1.6,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 03:41:18,SIEM,6118,user_a,192.168.1.6,192.168.1.7,443,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 06:08:55,SIEM,3555,guest_ext,192.168.1.6,192.168.1.2,21,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,Vulnerability_Scan
2025-10-20 03:41:24,EDR,1446,guest_ext,192.168.1.1,192.168.1.7,80,User svc_account authenticated successfully via service 8158.,Network_Conn
2025-10-20 04:55:16,Proxy,9711,svc_account,192.168.1.2,192.168.1.4,80,User guest_ext authenticated successfully via service 8394.,Auth_Fail
2025-10-20 02:27:40,Firewall,7441,admin_corp,203.0.113.2,192.168.1.2,443,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 06:09:15,EDR,4354,admin_corp,192.168.1.9,192.168.1.3,443,User admin_corp authenticated successfully via service 8414.,Network_Conn
2025-10-20 01:13:52,SIEM,2241,guest_ext,203.0.113.4,192.168.1.3,21,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 04:55:32,Proxy,3821,svc_account,192.168.1.4,192.168.1.3,3389,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,Vulnerability_Scan
2025-10-20 01:13:54,Proxy,5935,user_a,192.168.1.5,203.0.113.2,443,Suspicious activity: FIN7 executed LockBit malware. File hash is 5455379f6688658f.,File_Write
2025-10-20 04:55:40,EDR,6588,admin_corp,203.0.113.1,192.168.1.2,21,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 02:27:52,SIEM,6525,svc_account,192.168.1.7,1.1.1.1,3389,"Inbound email flagged as spear phishing, potentially delivering Emotet.",Email_Blocked
2025-10-20 06:09:45,SIEM,3521,user_a,192.168.1.3,192.168.1.4,443,User svc_account authenticated successfully via service 8455.,Auth_Fail
2025-10-20 03:41:54,EDR,8527,user_a,192.168.1.6,192.168.1.4,22,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",Email_Blocked
2025-10-20 03:41:57,Firewall,3573,user_a,192.168.1.1,203.0.113.2,21,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,Vulnerability_Scan
2025-10-20 03:42:00,Proxy,3464,svc_account,203.0.113.1,192.168.1.3,80,Suspicious activity: FIN7 executed LockBit malware. File hash is c5d7105c07ac4607.,File_Write
2025-10-20 02:28:02,EDR,3303,admin_corp,192.168.1.5,203.0.113.2,443,User guest_ext authenticated successfully via service 8229.,Auth_Fail
2025-10-20 01:14:02,Firewall,1182,user_a,203.0.113.5,192.168.1.9,21,User user_a authenticated successfully via service 8039.,Auth_Fail
2025-10-20 04:56:12,Firewall,3655,user_a,203.0.113.3,192.168.1.10,3389,Suspicious activity: Lazarus Group executed QakBot malware. File hash is 270c783aac84065c.,File_Write
